uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|SAME-AS|ICD-11-WHO,Mappings|NARROWER-THAN|ICD-11-WHO,Mappings|SAME-AS|LOINC,Mappings|NARROWER-THAN|LOINC,Mappings|BROADER-THAN|LOINC,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|RxNORM,Mappings|SAME-AS|SNOMED CT,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
0cf2ce2c-cd3f-478b-89b7-542018674dba,,Assessment and Provision of Vaccinations,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88cdde2b-753b-48ac-a51a-ae5e1ab24846,,Pre Exposure Prophylaxis (PEP),,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db79bc73-2f79-4b8f-b683-137fb38e3f81,,Post Exposure Prophylaxis,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0be6a668-b4ff-4fc5-bbae-0e2a86af1bd1,,Post-GBV Care,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7ee9ec2-3cc7-4e59-8172-9fd08911e8c5,,Prevention Information,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac2e75dc-fceb-4591-9ffb-3f852c0750d9,,Behavioural Interventions to Support Risk Reduction - for KP,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da0238c1-0ddd-49cc-b10d-c552391b6332,,Harm Reduction for People Who Inject Drugs,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a56cdd43-f2eb-49d6-88fd-113aaea2e85f,,HIV Testing for Partners and Social Contacts of People from KP,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0589be1-d457-4138-b244-bfb115cdea21,,HIV Testing for Partners and Biological Children,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46da10c7-49e3-45e5-8e82-7c529d52a1a8,,STI Testing and Treatment,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d4c029a-2ac3-44c3-9a20-fb32c81a9ba2,,Anal Cancer Screening,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060dd5b2-2d65-4db5-85f0-cd1ba809350f,,Cervical Cancer Screening and Treatment,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0097d9b1-6758-4754-8713-91638efe12ea,,Check Pregnancy Status,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488e62a-314b-49da-b8d4-ca9c7a6941fc,,Contraception and FP,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf634be9-197a-433b-8e4e-7a04242a4e1d,,Sexual and Reproductive Services Referred,,,Question,Coded,Anal Cancer Screening;Cervical Cancer Screening and Treatment;Check Pregnancy Status;Contraception and FP;HIV Testing for Partners and Biological Children;HIV Testing for Partners and Social Contacts of People from KP;STI Testing and Treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164128AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Isoniazid Preventive Treatment Program,,Program for isoniazid (INH) preventive treatment,Program,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960f2980-35e2-4677-88ed-79424fe0fc91,,Clinical Services Referred,,,Question,Coded,Assessment and Provision of Vaccinations;Cotrimoxazole Chemoprophylaxis to Prevent Pneumocystis Carinii Pneumonia;Isoniazid Preventive Treatment Program;Tuberculosis treatment program,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162223AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Voluntary male circumcision clinic,VMMC clinic,,Misc,N/A,,,,162223,,,,,,,,,,,,,,,,,,,,,,,,,
5617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Partner or spouse,,General descriptive answer.. a patient's partner or spouse.,Misc,N/A,,,,5617,,,5617,,,,,,,,,,,,127848009,,,,,,,,,,
5490AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Psychosocial counseling,,Counseling provided for psychosocial support.,Procedure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5afd495-00fc-4d94-9e26-8f6c8cc8caa0,,Other Support Services Referred,,,Question,Coded,Legal and Social Services;Mental health services;Psychosocial counseling;Services for Responding to Violence Against Women;Support for Disclosure and Partner Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Child,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85d3b4fe-c1a9-4e27-a86b-dcc1e30c8a93,,Relationship to Index Client,,,Question,Coded,Child;Contact With and Suspected Exposure;Drug Injecting Partner;Partner or spouse;social contacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Post-exposure prophylaxis,Post-exposure prophylaxis,"Post-exposure prophylaxis (PEP) is short-term antiretroviral treatment to reduce the likelihood of HIV infection after potential exposure, either occupationally or through sexual intercourse.",Procedure,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5261998-c635-4e27-870c-e837faf6cf9a,,HIV Status,HIVStatus,,Question,Coded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Target population,,,Misc,N/A,,,,166431,,,,,,,,,,,,,,,,,,,,,,,,,
162576AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,New patient identifier,,Link to new patient identifier if patient has transferred out of facility,Misc,Text,,,,162576,,,,,,,,,,,,,,,,,,,,,,,,,
166430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,General population,,The overall population of a studied group. A type of population often used as a denominator in an indicator.,Misc,N/A,,,,166430,,,,,,,,,,,,,,,,,,,,,,,,,
166432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Study population type,,,Question,Coded,General population;Target population,,,166432,,,,,,,,,,,,,,,,,,,,,,,,,
365371fd-0106-4a53-abc4-575e3d65d372,,People With Disability,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c038bff0-8e33-408c-b51f-7fb6448d2f6c,,People Who Inject Drugs,,,Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8de5bf3f-8058-4735-ae50-b5a986b2362b,,More Than 12 Months,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c85e6df3-7184-400e-a686-f41aaae08113,,6-12 Months,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8df190d5-7a65-4b53-9b4a-b35b9cf400b1,,3-6 Months,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909edba5-c9b1-44e3-92ee-f95269964fe1,,0-3 Months,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7947a45-acff-49e1-ba1c-33e43a710e0d,,Duration Since Last HIV Test,,,Question,Coded,0-3 Months;3-6 Months;6-12 Months;More Than 12 Months;Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976ca997-fb2b-4bef-a299-f7c9e16b50a8,,Consent for Recency Test,,Documentation that someone has given consent for a recency test,Question,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e82e55d-dbbf-49a6-900c-d8ead9985b0a,,ETV + 3TC + DRV + RTV,,This is a drug regimen consisting of  Etravirine + Lamivudine  + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ad80d98-0a1a-41d1-a9d7-2110692bf5eb,,d4T + 3TC + LPV/r,,This is a drug regimen consisting of  Stavudine + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8051638-0123-4322-a094-4a48adffdc37,,d4T + 3TC + NVP,,This is a drug regimen consisting of  Stavudine + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a3d196a-67fa-4d4f-b78d-76103d91972a,,d4T + 3TC + EFV,,This is a drug regimen consisting of  Stavudine + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9540e20-1ba4-4573-b189-088f5fd9dc57,,AZT + 3TC + RAL,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafb40ca-b0c7-4366-bd8e-9eb923237c94,,AZT + 3TC + NVP,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d2b1d784-a880-42a9-b0a6-19de2db7afd6,,AZT + 3TC + LPV/r,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1336ea0-3a87-4018-9fce-3a7a22d95d7d,,AZT + 3TC + EFV,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2247788-6d05-490d-ad04-64544c8020b7,,AZT + 3TC + DTG,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60bec021-c05c-4ae9-93fe-b798c0bf82d2,,AZT + 3TC + DRV + RTV + RAL,,This is a drug regimen consisting of  Zidovudine + Lamivudine  + Darunavir + Ritonavir + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62243dfe-6284-48a9-afcc-63149ac6d709,,AZT + 3TC + ATV/r,,This is a drug regimen consisting of Zidovudine + Lamivudine  + Atazanavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431d032-9eeb-46b3-84e5-79f0c19354d8,,RAL + 3TC + DRV + RTV,,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f47f98e7-f17a-466a-ba8e-aa4423049c7e,,RAL + 3TC + DRV + RTV + ABC,,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Abacavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ae355dd-fc83-43c6-9312-ebbb30b51bf7,,RAL + 3TC + DRV + RTV + AZT,,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Zidovudine,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fd8a042-81a3-4106-8470-63d29380d7d5,,RAL + 3TC + DRV + RTV + TDF,,This is a drug regimen consisting of  Raltegravir + Lamivudine  + Darunavir + Ritonavir + Tenofovir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b7cd8a1-77b3-4853-bbe7-ff6bf51c41c3,,TAF + 3TC + DRV/r,,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Darunavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f7da36e-1a83-4ede-ae6f-41aaa5304601,,TAF + 3TC + DTG,,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a4587e2-de9e-4b99-9ea0-00717fa5605a,,TAF + 3TC + LPV/r,,This is a drug regimen consisting of  Tenofovir Alafenamide + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907d304b-ebc4-4387-8af8-2d2c92f82910,,TDF + 3TC + DTG + DRV + RTV,,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Dolutegravir + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679c813-cfed-4fb2-b252-d6149297e013,,TDF + 3TC + DTG + ETR + DRV + RTV,,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Dolutegravir + Etravirine + Darunavir + Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f123dc8-c697-47f6-bc67-007322a9bb48,,TDF + 3TC + EFV,,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380e5e7c-7c2f-4ba8-a93c-90b1e638dc2c,,TDF + 3TC + LPV/r,,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36685ad3-a223-4c3c-b6ee-d8358432a600,,TDF + 3TC + NVP,,This is a drug regimen consisting of  Tenofovir + Lamivudine  + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
083d46c5-dea7-49de-abd5-e16f252255a7,,TDF + FTC + DTG,,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67701961-f6c1-4ebf-a7f5-c2c5d25021a0,,TDF + FTC + EFV,,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Efavirenz,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49676d5a-934f-47b7-b365-f5e546012c65,,TDF + FTC + NVP,,This is a drug regimen consisting of  Tenofovir + Emtricitabine + Nevirapine,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc25af21-7816-44d8-92d2-3332c7db113a,,ABC + 3TC + RAL,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0da33711-7b3f-4997-bc9e-4a2445fbaf63,,ABC + 3TC + LPV/r,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Lopinavir/Ritonavir,Misc,Text,,,,162200,,,,,,,,,,,,,,,,,,,,,,,,,
70e9b78a-a6d8-49c2-8217-0ba57b05803a,,ABC + 3TC + EFV,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Efavirenz,Misc,Text,,,,162563,,,,,,,,,,,,,,,,,,,,,,,,,
159db6bc-1303-4829-8fe4-32212751c934,,ABC + 3TC + DTG,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Dolutegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396d668b-b1e6-4997-b9b9-2d57f53c2321,,ABC + 3TC + DRVr,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Darunavir/Ritonavir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bb0348b-fc27-460e-b6cd-df7a4a253372,,ABC + 3TC + DRV+RTV+RAL,,Regimen combination of Abacavir  + Lamivudine  + Darunavir+Ritonavir+Raltegravir,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f827ed18-f816-4cd0-b77c-28a0209c96c0,,ABC + 3TC + ATVr,,This is a drug regimen consisting of Abacavir  + Lamivudine  + Atazanavir/Ritonav,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98bec34c-608a-46ce-8f1a-3ee3b8b6f92b,,ABC + 3TC + NVP,,This is a drug regimen consisting  of Abacavir  + Lamivudine  + Nevirapine,Misc,Text,,,,162199,,,,,,,,,,,,,,,,,,,,,,,,,
b98c03f8-277b-43e8-b11b-b515b9b3ad84,,ABC + 3TC + DRV/r,,Regimen combination of Abacavir  + Lamivudine  + Darunavir/Ritonavir,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a6cbda5-b155-4144-9ff9-ec3d1d1cd509,,Date last use ART for Hepatitis,,Date of last use of antiretroviral drugs to treat/manage Hepatitis,Finding,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbe937b6-a4ad-4ce5-9c43-002222fbabfb,,Date last used PEP Regimen,,Date the patient last took a post exposure prophylaxis regimen,Question,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5af829e9-2427-4ed7-bb55-de4381610364,,Date last used a PrEP regimen,,Date the patient last took a pre exposure prophylaxis regimen,Question,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a484d55e-dfc7-4791-82a4-eff8f21e26de,,Transfer-in without records,,Transfer-in client without supporting documentation from the transferring facility,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71a489e5-e393-4859-a2df-a3b14ea6b4bf,,Transfer-in with Records,,"For transfer-in clients, was there documentation from the referring facility recieved",Misc,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166521AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Darunavir / Dolutegravir / Lamivudine / Ritonavir / Tenofovir,3TC/DAL/DRV/DTG/RTV,ARV regimen,Misc,N/A,,,,166521,,,,,,,,,,,,,,,,,,,,,,,,,
166087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir / Lamivudine / Zidovudine,DTG + 3TC + AZT,Antiretroviral regimen,Misc,N/A,,,13152,166087,,,,,,,,,,,,,,,,,,,,,,,,,
165605AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir / lamivudine / tenofovir,DTG / 3TC / TDF,,Drug,N/A,,,,165605,,,,,,,,,,,,,,,,,,,,,,,,,
165086AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-3TC-DTG,,"Drug regimen including Tenofovir, Lamivudine and Dolutegravir.",Misc,N/A,,,,165086,,,,,,,,,,,,,,,,,,,,,,,,,
164512AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-3TC-ATV/r,,"Regimen containing Tenofovir, Lamivudine, Atazanavir and Ritonavir",Misc,N/A,,,,164512,,,,,,,,,,,,,,,,,,,,,,,,,
163782AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date mother stopped receiving total maternal to child transmission prophylaxis (TPMTCT),,The date the patient's mother stopped recieving maternal to child transmission prophailaxis (TPMTCT).,Question,Date,,,,163782,,,,,,,,,,,,,,,,,,,,,,,,,
163260AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of first visit,,,Question,Date,,,,163260,,,,,,,,,,,,,,,,,,,,,,,,,
162582AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Number of occurrences,No. of times,"A qualifier term which can be used to differentiate a numeric entry. For example, a duration could be a number + duration unit (number of occurrences).",Misc,N/A,,,,162582,,,,,,,,,,,,,,,252109000,,,,,,,,,,
162560AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Stavudine,3TC/d4T/LPV/r,Antiretroviral regimen,Misc,N/A,,,,162560,,,,,,,,,,,,,,,,,,,,,,,,,
162200AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Lamivudine / Lopinavir / Ritonavir,3TC/ABC/LPV/r,A regimen used for HIV treatment,Misc,N/A,,,,162200,,,,,,,,,,,,,,,,,,,,,,,,,
162054AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Service delivery point number,,An alphanumeric code/number which represents the point where the patient received care,Question,Text,,,,162054,,,,,,,,,,,,,,,,,,,,,,,,,
161364AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / tenofovir disoproxil,TDF/3TC,,Drug,N/A,,,,161364,,,,,,,,,,,,,,,,,,,,,,,,,
160642AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Telephone number of treatment supporter,,,Question,Text,,,,160642,,,,,,,,,,,,,,,,,,,,,,,,,
160638AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Name of treatment supporter,,,Question,Text,,,,160638,,,,,,,,,,,,,,,,,,,,,,,,,
160564AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaccination service,,,Misc,N/A,,,6714,160564,,,,,,,,,,,,,,,,,,,,,,,,,
160554AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of HIV diagnosis,,,Finding,Date,,,2515,160554,,,,,,,,,,,,,,,,,,,,,,,,,
160550AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sex worker outreach program,,,Misc,N/A,,,1790,160550,,,,,,,,,,,,,,,,,,,,,,,,,
160548AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Intravenous venous drug user outreach program,,,Misc,N/A,,,1788,160548,,,,,,,,,,,,,,,,,,,,,,,,,
160544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Under five clinic,,,Misc,N/A,,,,160544,,,,,,,,,,,,,,,,,,,,,,,,,
160536AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Adult inpatient service,,,Misc,N/A,,,,160536,,,,,,,,,,,,,,,,,,,,,,,,,
159833AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,re-enroll,re-enrol,,Misc,N/A,,,,159833,,,,,,,,,,,,,,,,,,,,,,,,,
159671AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Provincial hospital,,,Misc,N/A,,,,159671,,,,,,,,,,,,,,,,,,,,,,,,,
159599AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Antiretroviral treatment start date,ARV start date,When were the antiretroviral drugs started for the patient?,Finding,Date,,,2516,159599,,,,,,,,,,,,,,,,,,,,,,,,,
166522AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Darunavir / Lamivudine / Raltegravir / Ritonavir / Tenofovir,3TC/DRV/RAL/RTV/TDF,ARV regimen,Misc,N/A,,,,166522,,,,,,,,,,,,,,,,,,,,,,,,,
165606AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / dolutegravir / lamivudine,ABC / 3TC / DTG,,Drug,N/A,,,,,,,,,,,,,,,,,,1546887,,,,,,,,,,,
165085AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dolutegravir,DTG,,Drug,N/A,,,,165085,,,,,,,,,,,,,,,,,,,,,,,,,
164505AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Efavirenz / Tenofovir,,Regimen,Misc,N/A,,,,164505,,,,,,,,,,,,,,,,,,,,,,,,,
163495AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Service withdrawal,,"This is one of options of reasons for closing case/register, i.e. the client withdraws from the service he/she is currently receiving",Misc,N/A,,,,163495,,,,,,,,,,,,,,,,,,,,,,,,,
162727AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Other facility patient identifier,,The patient's identifier from another facility,Question,Text,,,,162727,,,,,,,,,,,,,,,,,,,,,,,,,
162583AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Seconds,secs,"Unit of time, 1/60 of a minute",Misc,N/A,,,,162583,,,,,,,,,,,,,,,257997001,,,,,,,,,,
162565AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Nevirapine / Tenofovir,3TC/NVP/TDF,Antiretroviral regimen,Misc,N/A,,,,162565,,,,,,,,,,,,,,,,,,,,,,,,,
162563AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Efavirenz / Lamivudine,3TC/ABC/EFV,Antiretroviral regimen,Misc,N/A,,,,162563,,,,,,,,,,,,,,,,,,,,,,,,,
162561AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Zidovudine,3TC/AZT/LPV/r,Antiretroviral regimen,Misc,N/A,,,,162561,,,,,,,,,,,,,,,,,,,,,,,,,
162201AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lamivudine / Lopinavir / Ritonavir / Tenofovir,3TC/LPV/r/TDF,A regimen used for HIV treatment,Misc,N/A,,,,162201,,,,,,,,,,,,,,,,,,,,,,,,,
162199AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abacavir / Nevirapine / Lamivudine,ABC/NVP/3TC,A regimen used in HIV treatment,Misc,N/A,,,,162199,,,,,,,,,,,,,,,,,,,,,,,,,
160639AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Guardian,,Relationship type. Guardian has responsibility for patient or dependent person.,Misc,N/A,,,,160639,,,,,,,,,,,,,,,394619001,,,,,,,,,,
160555AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date enrolled in HIV care,,,Finding,Date,,,,160555,,,,,,,,,,,,,,,,,,,,,,,,,
160549AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Adolescent outreach program,,,Misc,N/A,,,1789,160549,,,,,,,,,,,,,,,,,,,,,,,,,
160547AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Private company,,,Misc,N/A,,,1787,160547,,,,,,,,,,,,,,,,,,,,,,,,,
160543AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Community-based organization,,,Misc,N/A,,,1741,160543,,,,,,,,,,,,,,,,,,,,,,,,,
160539AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Voluntary counseling and testing program,VCT Program,,Misc,N/A,,,1649,160539,,,2047,,,,,,,,,,,,,,,,,,,,,,
160537AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pediatric inpatient service,,,Misc,N/A,,,,160537,,,,,,,,,,,,,,,,,,,,,,,,,
160535AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Transferred from location,,Text description of where a patient was transferred from.,Question,Text,,,,160535,,,,,,,,,,,,,,,,,,,,,,,,,
160124AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Zidovudine / Lamivudine / Efavirenz,AZT/3TC/EFV,ARV drug combination,Drug,N/A,,,1612,160124,,,,,,,,,,,,,,,,,,,,,,,,,
160104AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Efavirenz / Lamivudine / Stavudine,d4T/3TC/EFV,Antiretroviral drug combination,Drug,N/A,,,1505,160104,,,,,,,,,,,,,,,,,,,,,,,,,
159810AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Etravirine,ETV,a drug in a group of NNRTI,Drug,N/A,,,,159810,,,,,,,,,,,,,,,432121008,,,,,,,,,,
159670AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,sub-district hospital,,,Misc,N/A,,,,159670,,,,,,,,,,,,,,,,,,,,,,,,,
159662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,district hospital,,Type of health care facility designed to be the district hospital.,Misc,N/A,,,,159662,,,,,,,,,,,,,,,,,,,,,,,,,
159368AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Medication duration,,Length of time medication was taken for medication history. Use with duration units.,Question,Numeric,,,,159368,,,1897,,,,,,,,,,,,261774000,,,,,,,,,0,
154378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Raltegravir,RAL,Integrase inhibitor drug,Drug,N/A,,,,154378,,,,,,,,,,,,,,719872,429368003,,,,,,,,,,
154376AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,maraviroc,,,Drug,N/A,,,,154376,,,,,,,,,,,,,,,,,,,,,,,,,
